0.022894846	0.043930814	0.0009632194	0.022248665	0.014417399	0.076365024	0.04341463	0.039122876	0.12068718	0.11749225	-0.033411283	0.012254126	-0.007485342	0.045402557	0.07317989	0.009518723
0.026721437	0.06728793	0.016223958	0.02387504	-0.029472366	0.028756661	0.061998818	0.028999917	0.029554324	0.15090033	-0.03403923	-0.067380756	-0.0504402	0.027107002	0.08076397	-0.039693315
-0.08632848	0.06533882	0.04698507	0.00556687	-0.008215395	-0.013219129	0.052039795	-0.0021482133	0.036365874	0.16824225	-0.020650005	-0.030365493	0.026916822	-0.0002547867	0.09219904	-0.04389836
-0.046958767	0.12883402	0.0043174853	-0.022548186	-0.03735866	0.007038332	0.04728549	0.025402253	0.049315974	0.09323428	-0.100262046	0.011168629	-0.026453728	0.04326899	0.0844736	-0.03653754
0.0460674	-0.0065173768	0.012221789	-0.011376437	0.02160087	0.023669519	0.020108175	0.057032738	0.092947476	0.120546	-0.027375363	-0.054108027	0.014089513	-0.019468201	0.0035924157	-0.09474263
-0.0625359	-0.036790613	0.028336857	-0.008042085	-0.0069239177	-0.022376036	0.037139315	0.052863296	0.058423437	0.11182338	-0.054874048	0.020531792	-0.049572077	0.02440268	0.016177572	-0.0004131257
0.04610849	0.117452316	-0.05386115	-0.05367002	-0.038031604	-0.004273055	0.05377018	0.015945958	0.0058577345	0.13103837	-0.039283775	-0.058369078	0.06630186	-0.027720464	0.066700116	-0.01810845
0.026352627	0.05476775	-0.010432448	-0.025747338	-0.020260047	-0.007403688	0.08936618	0.010905639	0.052640177	0.09848856	-0.032800235	0.073325634	0.019393718	0.009161825	0.06956619	-0.007814126
-0.014132651	0.017050263	0.013506774	-0.018147595	0.0020714079	0.053023398	0.032725934	-0.079584114	0.015000484	0.056896202	-0.010787639	-0.094160885	-0.018448861	0.062336437	0.096120045	-0.027169965
-0.032511868	0.04258808	0.028501516	0.06981096	-0.023482334	0.0797119	0.04608876	0.024349824	0.041942306	0.1094577	-0.06878453	-0.059785955	0.047179088	0.07879945	0.044650763	0.0058101774
-0.017268289	0.012973257	0.014620129	0.043338135	-0.023964642	0.14666246	0.05345754	0.103802316	0.04817165	0.09907358	0.01930952	-0.09144639	-0.018910307	0.020650292	0.062687404	-0.007131436
0.004677844	0.004260697	-0.010596484	-0.025326066	-0.11630036	0.03604025	0.00033975745	0.03597599	0.06934032	0.11703582	-0.12687613	-0.07234758	-0.073989905	0.04443843	-0.017667007	0.0007628206
0.0034135452	0.013011334	-0.028115237	0.052518424	-0.032663558	0.0072052144	0.04550207	-0.0020660462	0.05966094	0.07481714	-0.0358606	0.017026821	-0.043962784	0.020779347	0.1190055	0.039214246
-0.019701688	-0.004577758	-0.10326898	-0.067800306	-0.083349764	-0.059057016	0.022207763	-0.011111644	0.0799486	0.09541166	0.071573704	0.008767643	-0.01692726	0.041322157	0.088225454	-0.054797694
0.073784195	0.17796896	0.036508605	-0.02259429	0.026472375	0.011368562	-0.0060432684	0.026718605	0.07103582	0.15179045	-0.032976374	-0.055927932	0.0043971604	0.016557734	0.03611227	-0.02575643
0.023827195	0.00842743	0.036126155	-0.004310984	-0.06279147	0.11777041	-0.011637963	-0.035835743	0.08156471	0.02868143	-0.06921779	0.005863464	-0.049754005	-0.07011049	0.03097172	-0.026106527
-0.016655745	0.077511385	-0.032009542	-0.01137953	-0.030302787	0.0012360237	0.027505446	0.0371343	0.05859708	0.12257201	0.0010397256	-0.028633332	-0.053185526	0.014833243	0.049445998	0.070078164
0.0043017063	0.025348883	-0.063362844	-0.018525183	-0.09319003	-0.011967433	0.052099835	-0.073543094	0.049433436	0.061021563	-0.087636344	-0.01673793	0.0110668335	0.079603024	0.06556784	0.10130336
-0.05999363	0.06292943	-0.010235266	0.004373106	-0.02307023	0.05359452	0.12162406	0.06958603	0.067779	0.03579473	-0.0077109253	-0.03593506	-0.0042800913	0.05761932	-0.024465447	0.081833735
-0.022814473	-0.015240207	0.02779882	0.010547041	-0.15342742	0.0020378558	-0.01656141	-0.04173004	0.05228332	0.07062708	-0.02855178	-0.06950045	-0.016090157	0.0045739147	0.11291396	0.021292223
-0.017526945	0.02358811	0.05984486	-0.035856668	-0.001912355	0.06505527	0.072793484	-0.013562789	0.038695052	0.052024636	-0.0025781244	-0.05916479	-0.03523864	0.018039644	0.097632185	-0.03645053
-0.054549567	0.048068076	-0.049996383	-0.07656409	-0.06917255	0.08314051	0.06278159	-0.09392492	0.09661831	0.04931232	0.08288277	-0.07224061	-0.068129264	0.099285915	-0.01744163	-0.13718045
0.06794968	0.17267714	0.14163555	0.103415996	0.004644441	0.051464982	-0.0445262	-0.023603154	0.10776372	0.09792412	-0.058863938	-0.0689321	0.07156348	0.032462962	-0.014001317	0.08218606
-0.009267082	0.035321355	0.021898206	-0.01486254	0.034724984	-0.06413088	0.019588573	-0.06820024	0.04639548	-0.0064594205	-0.07672144	0.016849965	-0.04043333	0.01976974	0.14409538	0.0011428356
0.013659984	0.04127904	0.02628008	-0.006631091	0.02925584	0.065105036	0.057506554	0.042366788	0.05309779	0.12722369	0.044956543	0.05091902	0.14217444	0.07849636	0.11584399	-0.039419495
-0.019067736	0.07203471	-0.097171605	-0.10804224	-0.036759704	0.09055067	0.07391002	0.10940817	0.038893882	0.07566452	0.095463015	0.0027008746	-0.047013342	-0.1025857	0.0010619685	0.03798698
-0.06734647	0.006940649	-0.04667741	0.03226276	0.058612075	0.045665942	-0.009267108	-0.019193385	0.06577244	0.12061592	-0.06855332	0.08519586	0.040413477	-0.0046108817	0.010510078	-0.003551748
0.013636961	0.07403478	0.014429602	-0.1008238	0.10231415	0.09458193	0.029587734	0.14225481	0.14476903	0.018353475	-0.046614595	0.029851751	0.0028927142	0.04162902	0.014827588	0.019737044
0.019465027	0.0726143	0.036700867	0.052241985	-0.10586535	-0.0032564783	0.09563697	-0.06495182	-0.0048608365	0.04652166	-0.022088323	-0.0033828171	-0.06589459	0.034724075	0.05874764	-0.022712704
0.029462948	0.018813426	-0.032275613	-0.034649994	-0.021278284	0.03871431	0.039530117	0.014835281	-0.031629495	0.03688611	-0.059156347	-0.08886786	0.013443754	-0.048561458	0.014866413	-0.061084636
-0.04742869	-0.0050858525	-0.014317221	-0.06557983	-0.09658241	-0.064107545	0.10018569	-0.04521945	0.11520024	0.10156688	-0.019431239	0.01580316	-0.032851666	-0.04283961	-0.024518542	-0.006205351
0.026480947	0.132639	0.017618999	-0.073147826	0.057980575	0.026741333	0.023746872	0.09977265	0.023678133	0.1027554	0.035496622	-0.10729519	-0.05294365	0.08528717	-0.0349853	0.011926889
0.06573516	0.025878925	-0.047254164	0.047004677	-0.03458143	-0.028476445	0.023789413	-0.106354676	0.0383087	-0.015881304	-0.038667075	0.023478799	-0.04143502	0.00691215	0.03974903	0.010008337
-0.0151765	-0.035481527	0.0052173967	-0.06727743	-0.0004810818	-0.05803136	0.036582932	-0.034109417	0.043028876	0.06351363	0.022984099	-0.07334462	-0.008255461	-0.0074185217	0.041838817	-0.13976558
-0.00040836478	0.041944396	0.071068004	0.020517047	-0.049776696	0.014449577	0.021996144	-0.09681208	0.07621841	0.07202217	0.034239873	0.004828261	0.05385143	-0.0061921924	0.14352977	-0.030466814
